Bill_Id,Bill_Title,Bill_Type,Parliamentary_Year,Term,Standing_Committee,Sponsor_Count,Party_Diversity,Parties,Sponsors
The Law and Justice Commission of Pakistan (Amendm_5_14,"The Law and Justice Commission of Pakistan (Amendment) Bill, 2017
[Support]",Government,5,14,Not Applicable,2,1,PML-N,Zahid Hamid Khan;Zahid Hamid Khan
"The Foreigners (Amendment) Ordinance, 2015 (Ordina_3_14","The Foreigners (Amendment) Ordinance, 2015 (Ordinance No. XII of 2015)
[Support]",Government,3,14,Not Applicable,2,1,PML-N,Ch. Nisar Ali Khan;Ch. Nisar Ali Khan
"The Gas (Theft Control and Recovery) Bill, 2014
[S_2_14","The Gas (Theft Control and Recovery) Bill, 2014
[Support]",Government,2,14,Not Applicable,2,1,PML-N,Shahid Khaqan Abbasi;Shahid Khaqan Abbasi
"The Legal Aid and Justice Authority Bill, 2019_2_15","The Legal Aid and Justice Authority Bill, 2019",Government,2,15,Not Applicable,2,2,MQM;PTI,Muhammad Farogh Nasim;Ali Muhammad Khan
The Legal Practitioners and Bar Councils (Amendmen_2_14,"The Legal Practitioners and Bar Councils (Amendment) Bill, 2014",Government,2,14,Not Applicable,2,1,PML-N,Pervaiz Rashid;Pervaiz Rashid
The Legal Practitioners and Bar Councils (Amendmen_4_14,"The Legal Practitioners and Bar Councils (Amendment) Bill, 2016",Government,4,14,Not Applicable,2,1,PML-N,Zahid Hamid Khan;Zahid Hamid Khan
"The Constitution (Amendment) Bill, 2019. (Article _1_15","The Constitution (Amendment) Bill, 2019. (Article 51 and 106)
[Support]",Private,1,15,Not Applicable,2,2,IND;MMA,Munir Khan Orakzai;Mohsin Javed
"The Constitution (Amendment) Bill, 2019. (Article _1_15","The Constitution (Amendment) Bill, 2019. (Article 51, 76 and 106)
[Support]",Private,1,15,Not Applicable,2,1,MQM,Kishwer Zehra;Kishwer Zehra
"The Constitution (Amendment) Bill, 2019] (Article _1_15","The Constitution (Amendment) Bill, 2019] (Article 51 and 106)
[Support]",Private,1,15,Not Applicable,2,1,PTI,Gul Dad Khan;Gul Zafar Khan
"The Constitution (Amendment) Bill, 2019 (Amendment_2_15","The Constitution (Amendment) Bill, 2019 (Amendment in Third Schedule)
[Support]",Private,2,15,Not Applicable,2,1,PML-N,Mohsin Shah Nawaz Ranjha;Mohsin Shah Nawaz Ranjha
"The Prevention of Corruption (Amendment) Bill, 201_4_14","The Prevention of Corruption (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,2,1,JUI,Mrs. Aliya Kamran;Mrs. Aliya Kamran
"The Prevention of Corruption (Amendment) Bill, 202_3_15","The Prevention of Corruption (Amendment) Bill, 2020",Private,3,15,Not Applicable,2,1,PTI,Sher Akbar Khan;Raja Khurram Shahzad Nawaz
"The Constitution (Amendment) Bill, 2017 (Amendment_4_14","The Constitution (Amendment) Bill, 2017 (Amendment in Article 175, 175A, insertion of Article 191A to 191I, 204, 205 and 207)
[Support]",Private,4,14,Not Applicable,2,1,PTI,Nafeesa Inayatullah Khan Khattak;Nafeesa Inayatullah Khan Khattak
"The Constitution (Amendment) Bill, 2017 (Amendment_4_14","The Constitution (Amendment) Bill, 2017 (Amendment in Article 27)
[Support]",Private,4,14,Not Applicable,2,1,JUI,Mrs. Aliya Kamran;Mrs. Aliya Kamran
"The Constitution (Amendment) Bill, 2017 (Omission _4_14","The Constitution (Amendment) Bill, 2017 (Omission of Article 248)
[Support]",Private,4,14,Not Applicable,2,1,MQM,Kanwar Naveed Jamil;Kanwar Naveed Jamil
The Prevention of Trafficking in Persons Ordinance_5_14,"The Prevention of Trafficking in Persons Ordinance, 2018 (VIII of 2018)
[Support]",Government,5,14,Not Applicable,2,1,PML-N,Ahsan Iqbal;Ahsan Iqbal
The Private Power and Infrastructure Board (Amendm_3_14,"The Private Power and Infrastructure Board (Amendment) Ordinance, 2015 (Ordinance No. XVI of 2015)
[Support]",Government,3,14,Not Applicable,2,1,PML-N,Khawaja Muhammad Asif;Khawaja Muhammad Asif
"The Islamic Development Bank (Amendment) Bill, 202_2_15","The Islamic Development Bank (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,2,1,PTI,Riaz Fatyana;Amjid Ali Khan
"The Ivory University Bill, 2023
[Support]_5_15","The Ivory University Bill, 2023
[Support]",Private,5,15,Not Applicable,2,1,PTI,Dr. Muhammad Afzal Khan Dhandla;Dr. Muhammad Afzal Khan Dhandla
"The Law Reforms (Amendment) Bill, 2016
[Support]_4_14","The Law Reforms (Amendment) Bill, 2016
[Support]",Private,4,14,Not Applicable,2,1,PML-N,Surriya Asghar;Surriya Asghar
"The Constitution (Amendment) Bill, 2018 (Article 2_1_15","The Constitution (Amendment) Bill, 2018 (Article 27)
[Support]",Private,1,15,Not Applicable,2,1,MMA,Mrs. Aliya Kamran;Mrs. Aliya Kamran
"The Prevention of Mal-practices in Academia Bill, _4_14","The Prevention of Mal-practices in Academia Bill, 2016
[Support]",Private,4,14,Not Applicable,2,1,PML-N,Shakila Luqman;Shakila Luqman
"The Constitution (Amendment) Bill, 2019 (Article 2_2_15","The Constitution (Amendment) Bill, 2019 (Article 213)
[Support]",Private,2,15,Not Applicable,2,1,PML-N,Mohsin Shah Nawaz Ranjha;Mohsin Shah Nawaz Ranjha
"The Constitution (Amendment) Bill, 2019 (Article 2_2_15","The Constitution (Amendment) Bill, 2019 (Article 260)
[Support]",Private,2,15,Not Applicable,2,1,PTI,Riaz Fatyana;Riaz Fatyana
"The Constitution (Amendment) Bill, 2019 (Article 3_1_15","The Constitution (Amendment) Bill, 2019 (Article 31)
[Support]",Private,1,15,Not Applicable,2,1,PTI,Faheem Khan;Faheem Khan
"The Constitution (Amendment) Bill, 2019 (Article 3_2_15","The Constitution (Amendment) Bill, 2019 (Article 31)
[Support]",Private,2,15,Not Applicable,2,1,PTI,Faheem Khan;Faheem Khan
The Prevention of Cruelty to Animals (Amendment) B_5_14,"The Prevention of Cruelty to Animals (Amendment) Bill, 2018
[Support]",Private,5,14,Not Applicable,2,1,PPPP,Syed Naveed Qammar;Syed Naveed Qammar
